50,167169
50,117592
50,129606
50,91823
50,128045
50,116779
50,84231
50,80168
50,112434
50,111570
100,66369
100,69134
100,70279
100,54140
100,68349
100,68307
100,81988
100,50228
100,65138
100,99838
200,30124
200,39278
200,28472
200,38556
200,46698
200,44536
200,28078
200,46898
200,59560
200,45534
300,36113
300,23902
300,22725
300,23204
300,22900
300,22127
300,22929
300,22587
300,24753
300,22438
400,19983
400,19465
400,20309
400,20430
400,18897
400,19209
400,19828
400,37197
400,23600
400,19166
500,17211
500,18485
500,17774
500,17457
500,17100
500,16892
500,18655
500,18093
500,17548
500,17471
600,16654
600,16621
600,16478
600,16940
600,15347
600,17407
600,16556
600,16596
600,17052
600,16211
700,17110
700,50935
700,15658
700,14767
700,15297
700,16260
700,15477
700,15793
700,15484
700,16096
800,16116
800,15322
800,14775
800,71455
800,21933
800,15011
800,15480
800,15025
800,15623
800,15590
900,14961
900,14720
900,16180
900,14320
900,14404
900,15099
900,14017
900,15476
900,14679
900,13992
1000,14132
1000,13955
1000,14471
1000,13558
1000,13602
1000,14787
1000,14162
1000,13707
1000,14781
1000,13523
1100,13953
1100,13483
1100,13389
1100,12448
1100,14211
1100,13636
1100,13942
1100,52833
1100,12845
1100,13627
1200,13348
1200,13383
1200,13626
1200,13950
1200,13124
1200,13335
1200,13313
1200,12838
1200,13722
1200,13205
1300,13443
1300,15461
1300,13200
1300,13030
1300,14133
1300,16866
1300,13535
1300,13607
1300,14996
1300,13576
1400,14722
1400,13157
1400,13423
1400,13433
1400,13278
1400,13281
1400,12931
1400,13846
1400,13780
1400,13194
1500,13303
1500,13290
1500,13725
1500,13287
1500,13622
1500,13665
1500,13664
1500,13648
1500,18425
1500,13589
1600,13992
1600,13873
1600,14735
1600,13711
1600,15062
1600,15256
1600,13759
1600,13732
1600,13634
1600,13312
1700,13560
1700,13899
1700,13821
1700,15248
1700,19442
1700,13421
1700,14360
1700,13841
1700,14202
1700,13978
1800,13344
1800,15802
1800,13197
1800,12943
1800,13291
1800,13704
1800,14133
1800,13406
1800,13691
1800,13646
1900,109033
1900,16783
1900,13863
1900,13806
1900,13426
1900,14144
1900,14293
1900,14702
1900,13631
1900,13292
2000,13247
2000,13471
2000,12800
2000,12897
2000,13903
2000,13615
2000,13230
2000,12897
2000,13032
2000,13191
2100,13682
2100,13274
2100,14825
2100,14013
2100,13544
2100,13270
2100,13462
2100,13855
2100,13412
2100,13430
2200,14492
2200,14899
2200,13938
2200,12899
2200,13200
2200,15334
2200,13176
2200,14769
2200,12938
2200,14046
2300,13639
2300,13434
2300,13411
2300,12552
2300,15938
2300,14171
2300,12618
2300,13395
2300,13138
2300,13549
2400,14149
2400,14231
2400,110833
2400,15243
2400,13464
2400,14705
2400,14816
2400,14513
2400,14379
2400,13546
2500,14418
2500,14671
2500,14630
2500,14279
2500,15106
2500,15237
2500,15744
2500,14742
2500,14508
2500,103708
2600,17354
2600,14790
2600,13156
2600,14732
2600,14579
2600,15435
2600,14382
2600,14153
2600,13968
2600,15168
2700,108101
2700,15436
2700,14683
2700,14451
2700,13895
2700,14717
2700,14959
2700,14325
2700,15261
2700,14182
2800,14331
2800,14586
2800,15270
2800,14442
2800,16032
2800,14399
2800,15231
2800,14242
2800,15652
2800,14463
2900,14356
2900,14480
2900,14485
2900,22347
2900,15094
2900,15218
2900,14660
2900,14365
2900,14542
2900,14403
3000,15030
3000,14701
3000,14935
3000,14889
3000,14988
3000,14606
3000,14887
3000,14551
3000,14723
3000,14606
3100,15485
3100,15184
3100,27997
3100,15243
3100,15021
3100,15316
3100,14934
3100,15105
3100,14909
3100,14590
3200,15059
3200,81641
3200,18828
3200,15012
3200,15893
3200,15507
3200,15031
3200,15050
3200,15221
3200,14907
6400,22711
6400,23108
6400,22631
6400,24792
6400,22466
6400,22572
6400,23717
6400,21873
6400,23126
6400,23405
12800,235210
12800,218342
12800,229948
12800,229669
12800,228937
12800,225259
12800,227382
12800,227280
12800,225474
12800,234371
